id,neighborhood,bathrooms/bed,reviewscore_rating,score_cleanliness,score_location,latitude,longitude,price,price_class
973695,Government Center,0.5,94.0,10.0,10.0,42.35929058460621,-71.06086325369459,125.0,4
21011223,West End,0.6666666666666666,0.0,0.0,0.0,42.36405815057279,-71.0598224321812,146.33333333333334,4
891953,Downtown,1.5,87.0,9.0,10.0,42.36135706276269,-71.05567311398514,185.0,5
11983535,Chinatown,1.0,96.0,10.0,10.0,42.351569313485314,-71.06288547360207,94.5,3
19143327,Theater District,0.5,97.0,10.0,10.0,42.35109154768682,-71.06677667069978,79.0,3
19798698,Downtown Crossing,0.5,0.0,0.0,0.0,42.35436675873364,-71.06156059054943,94.0,3
8837755,Back Bay,1.0,0.0,0.0,0.0,42.35095492326392,-71.069194422319,137.5,4
10705351,Downtown Crossing,0.3333333333333333,99.0,10.0,10.0,42.355154673715525,-71.06143071858068,41.666666666666664,1
13113748,West End,1.0,0.0,0.0,0.0,42.36483197133771,-71.0639087327483,390.0,5
15407480,Downtown Crossing,1.0,95.0,10.0,9.0,42.3557775984824,-71.05778313979945,139.0,4
15407347,Downtown Crossing,0.5,92.0,9.0,10.0,42.35601669290657,-71.05917283256102,64.5,2
15522020,Downtown,1.0,91.0,9.0,10.0,42.362933585964925,-71.05677514627533,89.0,3
497810,Downtown Crossing,0.25,93.0,10.0,10.0,42.35439297534615,-71.06009357094518,74.75,2
19552273,Downtown Crossing,0.5,100.0,10.0,10.0,42.35682139540235,-71.06040833925158,64.75,2
15833104,Theater District,0.5,80.0,9.0,10.0,42.35111523391422,-71.06656437901614,54.5,2
16177707,North End,0.5,96.0,10.0,10.0,42.36231655209315,-71.05033337110271,64.33333333333333,2
19945965,West End,1.0,0.0,0.0,0.0,42.362957505652524,-71.0637437440102,141.0,4
19562001,Theater District,0.5,100.0,10.0,10.0,42.35004997597292,-71.06517559241327,60.0,2
15342033,Downtown Crossing,0.5,95.0,10.0,10.0,42.35592964387863,-71.0579383609768,64.5,2
19372011,Back Bay,1.0,0.0,0.0,0.0,42.351243608804495,-71.06836713343917,595.0,5
15407065,Downtown Crossing,1.0,95.0,10.0,10.0,42.35422328736321,-71.06003638134268,114.5,4
15341441,Downtown Crossing,0.5,85.0,9.0,9.0,42.35592860590798,-71.05863726388489,64.5,2
21107564,West End,1.0,0.0,0.0,0.0,42.366011269646656,-71.06116044509359,92.5,3
20928309,Theater District,1.0,0.0,0.0,0.0,42.34972626715121,-71.06549614806964,129.0,4
38579,West End,1.0,92.0,9.0,9.0,42.364174844900226,-71.06320412284416,174.5,5
4118162,Downtown Crossing,1.0,92.0,10.0,10.0,42.35630612674598,-71.06134033605234,289.0,5
21092518,Theater District,0.5,100.0,10.0,10.0,42.35360460060347,-71.06294926172815,112.5,4
15390860,Downtown Crossing,1.0,88.0,10.0,10.0,42.35521217911649,-71.05954936529278,139.0,4
6936712,Beacon Hill,1.0,93.0,9.0,10.0,42.358891628560315,-71.06166258935436,175.0,5
14424180,Downtown Crossing,1.0,93.0,10.0,10.0,42.35625501217886,-71.06148527337115,289.0,5
15390808,Downtown Crossing,1.0,97.0,10.0,10.0,42.356018566028645,-71.05938757155177,129.0,4
15832676,Theater District,0.5,91.0,9.0,10.0,42.35107592699651,-71.06516921512514,64.5,2
14421605,West End,1.0,90.0,10.0,9.0,42.36599441601489,-71.06121218162697,214.5,5
16569938,West End,1.0,91.0,10.0,9.0,42.3644185307067,-71.06324514028063,111.0,4
20977237,Theater District,1.0,60.0,10.0,4.0,42.35150890398019,-71.06311127119862,160.0,5
9770560,Theater District,1.0,0.0,0.0,0.0,42.352706806306976,-71.06338443326806,225.0,5
18908082,West End,0.6666666666666666,100.0,9.0,10.0,42.363582227222906,-71.06326060787137,143.0,4
19584489,Beacon Hill,1.0,100.0,10.0,10.0,42.35930422390381,-71.06227050089903,140.0,4
13686161,Downtown Crossing,0.5,94.0,9.0,10.0,42.355478183061045,-71.05808820238184,64.5,2
18584987,Downtown Crossing,1.0,100.0,10.0,10.0,42.354567767169634,-71.06173890934355,147.0,4
5215982,Downtown Crossing,1.0,87.0,10.0,10.0,42.35618410726789,-71.06195985381298,285.0,5
19699023,Theater District,1.0,0.0,0.0,0.0,42.350882826396386,-71.06422589083112,170.0,5
14472483,Financial District,1.0,92.0,9.0,10.0,42.35735303219322,-71.0532572377487,129.5,4
3544343,Beacon Hill,1.0,0.0,0.0,0.0,42.35843859530841,-71.06152568645669,100.0,3
21140279,Theater District,1.0,0.0,0.0,0.0,42.35301344089496,-71.06327930141669,200.0,5
20901417,Theater District,1.0,96.0,10.0,10.0,42.35302471190207,-71.06393610390309,76.0,3
20354019,Theater District,1.0,100.0,9.0,10.0,42.351831490942544,-71.06647932763877,699.0,5
5953696,Downtown Crossing,1.0,98.0,10.0,10.0,42.354857037413176,-71.06122845414616,275.0,5
6181758,Downtown Crossing,0.5,95.0,10.0,10.0,42.35715190031668,-71.05953739408531,112.5,4
13669224,Theater District,0.5,95.0,9.0,10.0,42.353460535150816,-71.06314067625213,84.5,3
18666352,Downtown Crossing,1.0,80.0,8.0,8.0,42.35577125562423,-71.06187734002499,133.0,4
18765384,Downtown,1.0,100.0,10.0,10.0,42.36055675667305,-71.04781109863356,998.75,5
14897997,Financial District,1.0,94.0,10.0,10.0,42.35859014657661,-71.05514432489859,54.5,2
19469134,Downtown Crossing,0.5,93.0,10.0,6.0,42.35585171214692,-71.06258179692858,134.5,4
21107373,West End,1.0,0.0,0.0,0.0,42.36546485002124,-71.05941597969286,90.0,3
17110127,Downtown,1.0,100.0,9.0,10.0,42.35841266912868,-71.05417860743363,275.0,5
14586440,Theater District,1.0,90.0,9.0,10.0,42.35323097736698,-71.0638221323763,132.0,4
15127120,Downtown Crossing,1.0,98.0,10.0,10.0,42.35461115834196,-71.05935438595657,129.0,4
3068453,Theater District,1.0,81.0,8.0,9.0,42.35187963304116,-71.06418052773833,175.0,5
20468295,Theater District,1.0,88.0,9.0,10.0,42.35338553025896,-71.06338736935851,199.0,5
11440702,West End,0.5,0.0,0.0,0.0,42.3649990040976,-71.0597040527482,100.0,3
18895387,West End,0.6666666666666666,0.0,0.0,0.0,42.366377786094,-71.06026760880981,143.0,4
13980127,Downtown,1.0,0.0,0.0,0.0,42.35253365876709,-71.05960437045894,350.0,5
13275308,Financial District,0.6666666666666666,97.0,10.0,10.0,42.358149489384964,-71.05479106560645,121.0,4
19469130,Downtown Crossing,0.6666666666666666,60.0,8.0,8.0,42.357178595903065,-71.06110183712761,89.66666666666667,3
4510513,Downtown Crossing,1.0,94.0,10.0,10.0,42.35591666917494,-71.05977497623061,259.0,5
11784924,Theater District,1.0,93.0,9.0,10.0,42.35254892138767,-71.063143489751,60.0,2
8327907,North End,1.5,97.0,10.0,10.0,42.36199306901067,-71.05052296735359,399.0,5
9425087,Financial District,0.5,80.0,10.0,9.0,42.357833273725426,-71.0550658488574,137.5,4
15126633,Downtown Crossing,1.0,85.0,9.0,9.0,42.35464466136216,-71.05965936787341,139.0,4
3182652,Theater District,0.75,90.0,9.0,9.0,42.35057185007228,-71.06422773039341,175.0,5
11842312,Theater District,1.0,86.0,9.0,10.0,42.35162293153461,-71.06685883272657,139.0,4
21106680,West End,0.5,0.0,0.0,0.0,42.366195423613355,-71.05946078469108,75.0,2
15126511,Downtown Crossing,1.0,87.0,9.0,10.0,42.35544728629819,-71.0599968713594,159.0,5
18894794,West End,0.6666666666666666,0.0,0.0,0.0,42.36581954803072,-71.05989281472135,143.0,4
20631480,Downtown,0.5,0.0,0.0,0.0,42.359214622232734,-71.04994615235115,50.0,1
14421910,West End,1.0,100.0,10.0,10.0,42.365740636714285,-71.05984695855581,214.5,5
14995900,Downtown Crossing,0.3333333333333333,93.0,9.0,10.0,42.35540956223869,-71.06136292639552,86.33333333333333,3
19435927,Downtown Crossing,0.5,0.0,0.0,0.0,42.356922757081776,-71.0609237034503,89.5,3
14421841,West End,1.0,88.0,10.0,9.0,42.3646675827611,-71.06108001075276,214.5,5
20172543,West End,1.0,98.0,9.0,10.0,42.36366426189528,-71.06023469389599,220.0,5
4574921,Downtown Crossing,0.6666666666666666,85.0,9.0,9.0,42.35623160764617,-71.06067248774416,100.0,3
14421692,West End,1.0,100.0,10.0,10.0,42.36425275901321,-71.05958574525586,214.5,5
13078148,Downtown Crossing,1.0,89.0,10.0,10.0,42.356454173481715,-71.061030598429,259.0,5
21139072,Theater District,1.0,0.0,0.0,0.0,42.35367635579667,-71.06198658328555,200.0,5
16895588,Financial District,1.0,0.0,0.0,0.0,42.358080950405224,-71.0527920641315,245.0,5
1873046,Theater District,1.0,79.0,8.0,8.0,42.352840770749374,-71.06260645631285,195.0,5
11357756,Theater District,0.5,89.0,10.0,10.0,42.352393517393274,-71.06511221070406,74.5,2
8457785,West End,1.0,0.0,0.0,0.0,42.3663621262239,-71.05952957504802,174.5,5
15175183,Theater District,0.5,73.0,7.0,9.0,42.35135230126517,-71.06572815262744,64.5,2
15797699,Beacon Hill,1.0,94.0,9.0,10.0,42.35861560872201,-71.06279661751854,160.0,5
15256954,Beacon Hill,1.0,90.0,9.0,10.0,42.357794983753216,-71.06136291127117,200.0,5
